CustomerID,DaysSinceLast,Churned,ChurnRiskScore
14537,472,1,1.0
14538,730,1,1.0
14539,12,0,0.067
14540,66,0,0.367
14541,423,1,1.0
14542,486,1,1.0
14543,145,1,0.806
14544,227,1,1.0
14545,148,1,0.822
14546,449,1,1.0
14547,149,1,0.828
14548,19,0,0.106
14549,58,0,0.322
14550,476,1,1.0
14551,108,1,0.6
14552,190,1,1.0
14553,60,0,0.333
14554,17,0,0.094
14555,194,1,1.0
14556,59,1,0.328
14557,401,1,1.0
14558,14,0,0.078
14559,446,1,1.0
14560,98,0,0.544
14561,52,0,0.289
14562,730,1,1.0
14563,201,1,1.0
14564,730,1,1.0
14565,128,1,0.711
14566,490,1,1.0
14567,51,0,0.283
14568,730,1,1.0
14569,110,1,0.611
14570,27,0,0.15
14571,66,0,0.367
14572,89,0,0.494
14573,11,0,0.061
14574,730,1,1.0
14575,174,1,0.967
14576,593,1,1.0
14577,361,1,1.0
14578,4,0,0.022
14579,501,1,1.0
14580,517,1,1.0
14581,504,1,1.0
14582,467,1,1.0
14583,23,0,0.128
14584,172,1,0.956
14585,13,0,0.072
14586,164,1,0.911
14587,62,0,0.344
14588,39,0,0.217
14589,503,0,1.0
14590,431,1,1.0
14591,67,0,0.372
14592,72,1,0.4
14593,541,1,1.0
14594,2,0,0.011
14595,59,0,0.328
14596,58,0,0.322
14597,90,0,0.5
14598,494,1,1.0
14599,49,0,0.272
14600,509,1,1.0
14601,730,1,1.0
14602,3,0,0.017
14603,24,0,0.133
14604,53,0,0.294
14605,53,0,0.294
14606,730,1,1.0
14607,288,1,1.0
14608,14,0,0.078
14609,108,1,0.6
14610,63,0,0.35
14611,395,1,1.0
14612,262,1,1.0
14613,730,1,1.0
14614,547,1,1.0
14615,335,1,1.0
14616,66,0,0.367
14617,6,0,0.033
14618,0,0,0.0
14619,390,1,1.0
14620,56,0,0.311
14621,196,1,1.0
14622,274,1,1.0
14623,20,0,0.111
14624,379,1,1.0
14625,62,0,0.344
14626,385,1,1.0
14627,1,0,0.006
14628,572,1,1.0
14629,104,1,0.578
14630,399,1,1.0
14631,77,0,0.428
14632,187,1,1.0
14633,138,1,0.767
14634,56,0,0.311
14635,1,1,0.006
14636,562,1,1.0
14637,77,0,0.428
14638,422,1,1.0
14639,17,0,0.094
14640,286,1,1.0
14641,730,1,1.0
14642,64,0,0.356
14643,143,1,0.794
14644,112,1,0.622
14645,46,0,0.256
14646,63,0,0.35
14647,59,0,0.328
14648,18,0,0.1
14649,78,0,0.433
14650,3,0,0.017
14651,0,0,0.0
14652,30,0,0.167
14653,23,0,0.128
14654,374,1,1.0
14655,730,1,1.0
14656,61,0,0.339
14657,584,1,1.0
14658,150,1,0.833
14659,0,0,0.0
14660,56,0,0.311
14661,271,1,1.0
14662,589,1,1.0
14663,82,0,0.456
14664,116,1,0.644
14665,140,1,0.778
14666,274,1,1.0
14667,368,1,1.0
14668,248,1,1.0
14669,179,1,0.994
14670,267,1,1.0
14671,317,1,1.0
14672,42,0,0.233
14673,384,1,1.0
14674,119,1,0.661
14675,2,0,0.011
14676,266,1,1.0
14677,84,0,0.467
14678,171,1,0.95
14679,4,0,0.022
14680,127,1,0.706
14681,186,0,1.0
14682,0,0,0.0
14683,175,1,0.972
14684,27,0,0.15
14685,201,1,1.0
14686,352,1,1.0
14687,176,1,0.978
14688,34,0,0.189
14689,433,1,1.0
14690,360,1,1.0
14691,73,0,0.406
14692,226,1,1.0
14693,57,0,0.317
14694,52,0,0.289
14695,392,1,1.0
14696,5,0,0.028
14697,434,1,1.0
14698,215,1,1.0
14699,4,0,0.022
14700,730,1,1.0
14701,84,0,0.467
14702,270,1,1.0
14703,482,1,1.0
14704,47,0,0.261
14705,730,1,1.0
14706,44,0,0.244
14707,107,1,0.594
14708,346,1,1.0
14709,47,0,0.261
14710,233,1,1.0
14711,75,0,0.417
14712,117,1,0.65
14713,370,1,1.0
14714,149,0,0.828
14715,177,1,0.983
14716,252,1,1.0
14717,103,1,0.572
14718,48,0,0.267
14719,243,1,1.0
14720,238,1,1.0
14721,463,1,1.0
14722,9,0,0.05
14723,473,1,1.0
14724,471,1,1.0
14725,11,0,0.061
14726,345,1,1.0
14727,290,1,1.0
14728,60,0,0.333
14729,6,0,0.033
14730,377,1,1.0
14731,149,1,0.828
14732,49,0,0.272
14733,64,0,0.356
14734,608,1,1.0
14735,496,1,1.0
14736,142,1,0.789
14737,9,0,0.05
14738,257,1,1.0
14739,63,0,0.35
14740,136,1,0.756
14741,294,1,1.0
14742,537,1,1.0
14743,56,0,0.311
14744,397,1,1.0
14745,138,1,0.767
14746,26,0,0.144
14747,204,1,1.0
14748,449,1,1.0
14749,133,1,0.739
14750,122,1,0.678
14751,75,0,0.417
14752,328,0,1.0
14753,7,0,0.039
14754,3,0,0.017
14755,44,0,0.244
14756,131,1,0.728
14757,730,1,1.0
14758,12,0,0.067
14759,410,1,1.0
14760,607,1,1.0
14761,4,0,0.022
14762,448,1,1.0
14763,72,0,0.4
14764,250,1,1.0
14765,87,0,0.483
14766,15,0,0.083
14767,507,1,1.0
14768,16,0,0.089
14769,396,0,1.0
14770,138,0,0.767
14771,475,1,1.0
14772,331,1,1.0
14773,51,0,0.283
14774,190,1,1.0
14775,81,0,0.45
14776,435,1,1.0
14777,8,0,0.044
14778,424,1,1.0
14779,186,1,1.0
14780,199,1,1.0
14781,5,0,0.028
14782,221,1,1.0
14783,5,0,0.028
14784,122,1,0.678
14785,86,0,0.478
14786,52,1,0.289
14787,51,0,0.283
14788,571,1,1.0
14789,325,1,1.0
14790,7,0,0.039
14791,6,0,0.033
14792,607,1,1.0
14793,413,1,1.0
14794,28,0,0.156
14795,248,1,1.0
14796,10,0,0.056
14797,69,0,0.383
14798,17,0,0.094
14799,3,0,0.017
14800,101,1,0.561
14801,110,1,0.611
14802,10,0,0.056
14803,37,0,0.206
14804,326,1,1.0
14805,637,1,1.0
14806,72,0,0.4
14807,328,1,1.0
14808,0,0,0.0
14809,143,1,0.794
14810,110,1,0.611
14811,96,1,0.533
14812,63,0,0.35
14813,14,0,0.078
14814,198,1,1.0
14815,1,0,0.006
14816,730,1,1.0
14817,416,1,1.0
14818,82,0,0.456
14819,57,0,0.317
14820,730,1,1.0
14821,228,1,1.0
14822,555,1,1.0
14823,560,1,1.0
14824,148,1,0.822
14825,52,0,0.289
14826,730,1,1.0
14827,41,0,0.228
14828,6,0,0.033
14829,179,1,0.994
14830,404,1,1.0
14831,224,1,1.0
14832,10,0,0.056
14833,154,1,0.856
14834,110,1,0.611
14835,24,0,0.133
14836,152,1,0.844
14837,562,1,1.0
14838,83,0,0.461
14839,193,1,1.0
14840,44,0,0.244
14841,78,0,0.433
14842,613,1,1.0
14843,10,0,0.056
14844,222,1,1.0
14845,422,1,1.0
14846,71,0,0.394
14847,578,1,1.0
14848,350,0,1.0
14849,1,0,0.006
14850,133,1,0.739
14851,522,1,1.0
14852,330,1,1.0
14853,58,0,0.322
14854,336,1,1.0
14855,94,1,0.522
14856,439,1,1.0
14857,42,0,0.233
14858,82,0,0.456
14859,150,1,0.833
14860,375,1,1.0
14861,157,1,0.872
14862,3,0,0.017
14863,142,1,0.789
14864,172,1,0.956
14865,11,0,0.061
14866,291,1,1.0
14867,111,1,0.617
14868,80,0,0.444
14869,77,0,0.428
14870,2,0,0.011
14871,157,1,0.872
14872,65,0,0.361
14873,471,1,1.0
14874,51,0,0.283
14875,730,1,1.0
14876,60,0,0.333
14877,449,1,1.0
14878,311,1,1.0
14879,17,0,0.094
14880,48,0,0.267
14881,65,0,0.361
14882,230,1,1.0
14883,602,1,1.0
14884,13,0,0.072
14885,587,1,1.0
14886,61,0,0.339
14887,560,1,1.0
14888,83,0,0.461
14889,298,1,1.0
14890,518,1,1.0
14891,57,0,0.317
14892,529,1,1.0
14893,185,1,1.0
14894,69,0,0.383
14895,73,0,0.406
14896,644,1,1.0
14897,196,1,1.0
14898,3,0,0.017
14899,1,0,0.006
14900,26,0,0.144
14901,251,1,1.0
14902,309,1,1.0
14903,66,0,0.367
14904,249,1,1.0
14905,45,0,0.25
14906,119,1,0.661
14907,730,1,1.0
14908,87,0,0.483
14909,184,1,1.0
14910,72,0,0.4
14911,2,0,0.011
14912,3,0,0.017
14913,332,1,1.0
14914,272,1,1.0
14915,432,1,1.0
14916,206,1,1.0
14917,0,0,0.0
14918,53,0,0.294
14919,1,0,0.006
14920,12,0,0.067
14921,59,1,0.328
14922,391,1,1.0
14923,575,1,1.0
14924,622,1,1.0
14925,337,1,1.0
14926,2,0,0.011
14927,80,0,0.444
14928,78,0,0.433
14929,40,0,0.222
14930,14,0,0.078
14931,52,0,0.289
14932,334,1,1.0
14933,77,0,0.428
14934,314,1,1.0
14935,203,1,1.0
14936,366,1,1.0
14937,62,1,0.344
14938,96,1,0.533
14939,322,1,1.0
14940,312,1,1.0
14941,730,1,1.0
14942,0,0,0.0
14943,730,1,1.0
14944,333,1,1.0
14945,667,1,1.0
14946,531,1,1.0
14947,730,1,1.0
14948,427,1,1.0
14949,76,0,0.422
14950,69,0,0.383
14951,75,0,0.417
14952,91,1,0.506
14953,77,0,0.428
14954,439,1,1.0
14955,71,0,0.394
14956,1,0,0.006
14957,257,1,1.0
14958,25,0,0.139
14959,531,1,1.0
14960,138,1,0.767
14961,45,0,0.25
14962,361,1,1.0
14963,4,0,0.022
14964,131,1,0.728
14965,116,1,0.644
14966,30,0,0.167
14967,60,0,0.333
14968,83,0,0.461
14969,394,0,1.0
14970,276,1,1.0
14971,7,0,0.039
14972,730,1,1.0
14973,68,1,0.378
14974,69,0,0.383
14975,284,1,1.0
14976,77,0,0.428
14977,23,0,0.128
14978,13,0,0.072
14979,135,1,0.75
14980,85,0,0.472
14981,600,1,1.0
14982,80,0,0.444
14983,169,1,0.939
14984,25,0,0.139
14985,4,1,0.022
14986,236,1,1.0
14987,37,0,0.206
14988,436,1,1.0
14989,55,0,0.306
14990,91,1,0.506
14991,183,1,1.0
14992,249,1,1.0
14993,24,1,0.133
14994,730,1,1.0
14995,730,1,1.0
14996,347,1,1.0
14997,416,1,1.0
14998,96,1,0.533
14999,352,1,1.0
15000,299,1,1.0
15001,52,0,0.289
15002,367,1,1.0
15003,3,0,0.017
15004,730,0,1.0
15005,224,1,1.0
15006,730,1,1.0
15007,5,0,0.028
15008,5,0,0.028
15009,308,1,1.0
15010,420,1,1.0
15011,497,1,1.0
15012,319,1,1.0
15013,525,1,1.0
15014,285,1,1.0
15015,101,1,0.561
15016,100,1,0.556
15017,290,1,1.0
15018,7,0,0.039
15019,9,0,0.05
15020,730,0,1.0
15021,87,0,0.483
15022,482,1,1.0
15023,122,1,0.678
15024,87,0,0.483
15025,55,0,0.306
15026,63,0,0.35
15027,100,1,0.556
15028,404,1,1.0
15029,730,1,1.0
15030,68,0,0.378
15031,395,1,1.0
15032,85,0,0.472
15033,730,0,1.0
15034,69,0,0.383
15035,46,0,0.256
15036,45,0,0.25
15037,81,0,0.45
15038,10,0,0.056
15039,30,0,0.167
15040,22,0,0.122
15041,82,0,0.456
15042,97,1,0.539
15043,110,1,0.611
15044,332,1,1.0
15045,22,0,0.122
15046,157,1,0.872
15047,52,0,0.289
15048,483,1,1.0
15049,75,0,0.417
15050,147,1,0.817
15051,18,1,0.1
15052,246,1,1.0
15053,10,0,0.056
15054,730,1,1.0
15055,55,0,0.306
15056,52,0,0.289
15057,730,1,1.0
15058,244,1,1.0
15059,310,1,1.0
15060,61,1,0.339
15061,178,0,0.989
15062,6,1,0.033
15063,102,1,0.567
15064,204,1,1.0
15065,89,0,0.494
15066,53,0,0.294
15067,108,0,0.6
15068,48,0,0.267
15069,175,1,0.972
15070,176,1,0.978
15071,335,1,1.0
15072,84,0,0.467
15073,431,1,1.0
15074,1,0,0.006
15075,90,0,0.5
15076,392,1,1.0
15077,55,0,0.306
15078,230,1,1.0
15079,129,0,0.717
15080,295,1,1.0
15081,133,1,0.739
15082,6,0,0.033
15083,397,1,1.0
15084,258,1,1.0
15085,378,1,1.0
15086,8,1,0.044
15087,88,0,0.489
15088,108,1,0.6
15089,413,1,1.0
15090,487,1,1.0
15091,94,1,0.522
15092,137,1,0.761
15093,4,0,0.022
15094,12,0,0.067
15095,66,0,0.367
15096,730,1,1.0
15097,185,1,1.0
15098,6,0,0.033
15099,8,0,0.044
15100,34,0,0.189
15101,351,1,1.0
15102,19,0,0.106
15103,131,1,0.728
15104,447,0,1.0
15105,60,0,0.333
15106,458,1,1.0
15107,162,0,0.9
15108,264,1,1.0
15109,0,0,0.0
15110,279,1,1.0
15111,330,1,1.0
15112,201,1,1.0
15113,513,1,1.0
15114,215,1,1.0
15115,730,1,1.0
15116,431,1,1.0
15117,93,1,0.517
15118,68,0,0.378
15119,216,1,1.0
15120,352,1,1.0
15121,0,0,0.0
15122,296,1,1.0
15123,73,0,0.406
15124,205,1,1.0
15125,11,0,0.061
15126,335,1,1.0
15127,620,1,1.0
15128,55,0,0.306
15129,175,1,0.972
15130,730,1,1.0
15131,28,0,0.156
15132,55,0,0.306
15133,96,0,0.533
15134,162,1,0.9
15135,266,1,1.0
15136,33,0,0.183
15137,84,0,0.467
15138,488,1,1.0
15139,260,1,1.0
15140,10,0,0.056
15141,215,1,1.0
15142,69,0,0.383
15143,158,1,0.878
15144,730,1,1.0
15145,324,1,1.0
15146,16,0,0.089
15147,1,0,0.006
15148,3,0,0.017
15149,409,0,1.0
15150,3,0,0.017
15151,5,0,0.028
15152,15,0,0.083
15153,123,1,0.683
15154,220,1,1.0
15155,4,0,0.022
15156,66,0,0.367
15157,98,1,0.544
15158,238,1,1.0
15159,433,0,1.0
15160,134,1,0.744
15161,730,1,1.0
15162,1,0,0.006
15163,113,1,0.628
15164,405,1,1.0
15165,91,1,0.506
15166,730,1,1.0
15167,104,1,0.578
15168,209,1,1.0
15169,231,1,1.0
15170,1,0,0.006
15171,14,0,0.078
15172,426,1,1.0
15173,57,0,0.317
15174,513,1,1.0
15175,1,0,0.006
15176,476,1,1.0
15177,6,0,0.033
15178,237,1,1.0
15179,76,0,0.422
15180,216,1,1.0
15181,76,0,0.422
15182,143,1,0.794
15183,273,1,1.0
15184,107,1,0.594
15185,135,1,0.75
15186,68,0,0.378
15187,272,1,1.0
15188,474,1,1.0
15189,0,0,0.0
15190,89,0,0.494
15191,54,0,0.3
15192,4,0,0.022
15193,66,0,0.367
15194,392,0,1.0
15195,143,1,0.794
15196,419,1,1.0
15197,287,1,1.0
15198,314,1,1.0
15199,88,0,0.489
15200,123,1,0.683
15201,67,0,0.372
15202,52,0,0.289
15203,236,1,1.0
15204,411,1,1.0
15205,98,1,0.544
15206,456,1,1.0
15207,45,0,0.25
15208,45,0,0.25
15209,7,0,0.039
15210,5,0,0.028
15211,10,0,0.056
15212,293,1,1.0
15213,82,0,0.456
15214,0,1,0.0
15215,58,0,0.322
15216,65,0,0.361
15217,5,0,0.028
15218,38,0,0.211
15219,66,0,0.367
15220,63,1,0.35
15221,6,0,0.033
15222,0,0,0.0
15223,6,0,0.033
15224,82,0,0.456
15225,67,0,0.372
15226,69,0,0.383
15227,2,0,0.011
15228,730,1,1.0
15229,412,1,1.0
15230,70,0,0.389
15231,24,0,0.133
15232,57,0,0.317
15233,1,0,0.006
15234,443,1,1.0
15235,63,0,0.35
15236,20,0,0.111
15237,678,1,1.0
15238,26,0,0.144
15239,0,0,0.0
15240,166,1,0.922
15241,75,0,0.417
15242,82,0,0.456
15243,598,1,1.0
15244,127,1,0.706
15245,32,0,0.178
15246,346,1,1.0
15247,322,1,1.0
15248,82,0,0.456
15249,63,0,0.35
15250,367,1,1.0
15251,189,1,1.0
15252,16,0,0.089
15253,162,1,0.9
15254,142,1,0.789
15255,202,1,1.0
15256,231,1,1.0
15257,60,0,0.333
15258,89,1,0.494
15259,260,1,1.0
15260,560,1,1.0
15261,489,1,1.0
15262,334,1,1.0
15263,37,0,0.206
15264,363,1,1.0
15265,23,0,0.128
15266,455,1,1.0
15267,179,1,0.994
15268,179,1,0.994
15269,59,0,0.328
15270,52,0,0.289
15271,83,0,0.461
15272,77,0,0.428
15273,2,0,0.011
15274,83,0,0.461
15275,74,0,0.411
15276,5,0,0.028
15277,205,1,1.0
15278,52,0,0.289
15279,78,0,0.433
15280,42,0,0.233
15281,11,0,0.061
15282,12,0,0.067
15283,104,1,0.578
15284,238,1,1.0
15285,53,0,0.294
15286,130,1,0.722
15287,8,0,0.044
15288,98,1,0.544
15289,237,1,1.0
15290,112,1,0.622
15291,146,1,0.811
15292,244,1,1.0
15293,730,1,1.0
15294,306,1,1.0
15295,730,1,1.0
15296,84,0,0.467
15297,276,1,1.0
15298,241,1,1.0
15299,79,0,0.439
15300,362,1,1.0
15301,98,1,0.544
15302,730,1,1.0
15303,241,1,1.0
15304,68,0,0.378
15305,474,1,1.0
15306,477,1,1.0
15307,39,0,0.217
15308,167,1,0.928
15309,474,1,1.0
15310,164,1,0.911
15311,59,0,0.328
15312,0,0,0.0
15313,8,0,0.044
15314,124,1,0.689
15315,59,0,0.328
15316,269,1,1.0
15317,231,1,1.0
15318,210,1,1.0
15319,123,1,0.683
15320,104,1,0.578
15321,372,1,1.0
15322,8,0,0.044
15323,259,1,1.0
15324,62,0,0.344
15325,481,1,1.0
15326,326,1,1.0
15327,4,0,0.022
15328,141,1,0.783
15329,388,1,1.0
15330,57,0,0.317
15331,185,1,1.0
15332,0,0,0.0
15333,320,1,1.0
15334,188,1,1.0
15335,441,1,1.0
15336,61,0,0.339
15337,2,0,0.011
15338,55,0,0.306
15339,0,0,0.0
15340,555,1,1.0
15341,132,1,0.733
15342,34,0,0.189
15343,516,1,1.0
15344,509,1,1.0
15345,334,1,1.0
15346,351,1,1.0
15347,180,1,1.0
15348,168,1,0.933
15349,404,1,1.0
15350,96,1,0.533
15351,203,0,1.0
15352,51,0,0.283
15353,386,1,1.0
15354,99,1,0.55
15355,0,0,0.0
15356,14,0,0.078
15357,127,1,0.706
15358,99,1,0.55
15359,51,0,0.283
15360,179,1,0.994
15361,132,1,0.733
15362,227,1,1.0
15363,122,0,0.678
15364,469,0,1.0
15365,466,1,1.0
15366,387,1,1.0
15367,214,1,1.0
15368,256,1,1.0
15369,153,1,0.85
15370,110,1,0.611
15371,92,1,0.511
15372,41,0,0.228
15373,127,1,0.706
15374,115,1,0.639
15375,186,1,1.0
15376,730,1,1.0
15377,520,1,1.0
15378,531,1,1.0
15379,3,0,0.017
15380,730,1,1.0
15381,523,1,1.0
15382,0,0,0.0
15383,423,1,1.0
15384,98,1,0.544
15385,152,1,0.844
15386,77,0,0.428
15387,61,0,0.339
15388,6,1,0.033
15389,62,0,0.344
15390,149,1,0.828
15391,730,1,1.0
15392,20,0,0.111
15393,451,1,1.0
15394,37,0,0.206
15395,61,0,0.339
15396,339,0,1.0
15397,233,1,1.0
15398,518,1,1.0
15399,96,1,0.533
15400,508,1,1.0
15401,58,0,0.322
15402,4,0,0.022
15403,13,0,0.072
15404,590,1,1.0
15405,61,0,0.339
15406,478,1,1.0
15407,28,0,0.156
15408,94,1,0.522
15409,294,1,1.0
15410,4,0,0.022
15411,118,1,0.656
15412,63,0,0.35
15413,96,1,0.533
15414,108,1,0.6
15415,61,0,0.339
15416,1,0,0.006
15417,78,0,0.433
15418,85,0,0.472
15419,113,1,0.628
15420,532,1,1.0
15421,55,0,0.306
15422,268,1,1.0
15423,552,1,1.0
15424,48,0,0.267
15425,1,0,0.006
15426,483,1,1.0
15427,556,1,1.0
15428,55,1,0.306
15429,251,1,1.0
15430,135,1,0.75
15431,730,1,1.0
15432,84,0,0.467
15433,10,0,0.056
15434,134,1,0.744
15435,55,0,0.306
15436,197,1,1.0
15437,335,1,1.0
15438,410,1,1.0
15439,446,1,1.0
15440,251,1,1.0
15441,33,1,0.183
15442,387,1,1.0
15443,10,0,0.056
15444,277,1,1.0
15445,173,1,0.961
15446,1,0,0.006
15447,152,1,0.844
15448,371,1,1.0
15449,35,0,0.194
15450,94,1,0.522
15451,0,0,0.0
15452,549,1,1.0
15453,210,1,1.0
15454,93,1,0.517
15455,326,1,1.0
15456,135,1,0.75
15457,61,0,0.339
15458,3,0,0.017
15459,482,1,1.0
15460,13,0,0.072
15461,69,0,0.383
15462,212,1,1.0
15463,0,0,0.0
15464,71,0,0.394
15465,4,0,0.022
15466,551,1,1.0
15467,192,1,1.0
15468,62,0,0.344
15469,109,1,0.606
15470,283,1,1.0
15471,52,0,0.289
15472,103,1,0.572
15473,48,0,0.267
15474,730,1,1.0
15475,47,0,0.261
15476,1,0,0.006
15477,53,0,0.294
15478,67,0,0.372
15479,5,0,0.028
15480,286,1,1.0
15481,192,1,1.0
15482,34,0,0.189
15483,730,1,1.0
15484,4,1,0.022
15485,58,0,0.322
15486,268,1,1.0
15487,510,1,1.0
15488,4,0,0.022
15489,346,1,1.0
15490,592,1,1.0
15491,5,0,0.028
15492,404,1,1.0
15493,470,1,1.0
15494,81,1,0.45
15495,535,1,1.0
15496,24,0,0.133
15497,82,0,0.456
15498,256,1,1.0
15499,400,1,1.0
15500,207,1,1.0
15501,31,0,0.172
15502,394,1,1.0
15503,551,1,1.0
15504,397,1,1.0
15505,89,0,0.494
15506,75,0,0.417
15507,279,1,1.0
15508,3,1,0.017
15509,447,1,1.0
15510,730,1,1.0
15511,93,1,0.517
15512,58,1,0.322
15513,59,0,0.328
15514,199,0,1.0
15515,340,1,1.0
15516,88,0,0.489
15517,730,1,1.0
15518,603,1,1.0
15519,71,0,0.394
15520,420,1,1.0
15521,13,0,0.072
15522,292,1,1.0
15523,730,1,1.0
15524,388,1,1.0
15525,50,0,0.278
15526,13,0,0.072
15527,517,1,1.0
15528,90,0,0.5
15529,1,0,0.006
15530,63,0,0.35
15531,469,1,1.0
15532,40,0,0.222
15533,13,1,0.072
15534,229,1,1.0
15535,412,1,1.0
15536,66,0,0.367
15537,486,1,1.0
15538,183,1,1.0
15539,563,1,1.0
15540,372,1,1.0
15541,62,0,0.344
15542,82,0,0.456
15543,2,0,0.011
15544,538,1,1.0
15545,0,0,0.0
15546,216,1,1.0
15547,280,1,1.0
15548,220,1,1.0
15549,295,1,1.0
15550,112,1,0.622
15551,93,1,0.517
15552,193,1,1.0
15553,346,1,1.0
15554,49,0,0.272
15555,134,1,0.744
15556,8,0,0.044
15557,286,1,1.0
15558,87,0,0.483
15559,21,0,0.117
15560,450,1,1.0
15561,238,1,1.0
15562,222,0,1.0
15563,172,1,0.956
15564,75,0,0.417
15565,585,1,1.0
15566,437,1,1.0
15567,435,1,1.0
15568,10,1,0.056
15569,626,1,1.0
15570,24,0,0.133
15571,139,1,0.772
15572,460,1,1.0
15573,50,0,0.278
15574,136,1,0.756
15575,730,1,1.0
15576,588,1,1.0
15577,243,1,1.0
15578,78,0,0.433
15579,439,1,1.0
15580,150,1,0.833
15581,274,1,1.0
15582,47,0,0.261
15583,6,0,0.033
15584,236,1,1.0
15585,60,0,0.333
15586,279,1,1.0
15587,182,1,1.0
15588,72,0,0.4
15589,14,0,0.078
15590,459,1,1.0
15591,2,0,0.011
15592,39,0,0.217
15593,507,1,1.0
15594,285,1,1.0
15595,141,1,0.783
15596,0,0,0.0
15597,51,0,0.283
15598,108,1,0.6
15599,152,1,0.844
15600,76,0,0.422
15601,1,0,0.006
15602,21,0,0.117
15603,541,1,1.0
15604,71,0,0.394
15605,19,0,0.106
15606,23,0,0.128
15607,229,1,1.0
15608,78,0,0.433
15609,53,0,0.294
15610,201,1,1.0
15611,388,1,1.0
15612,400,1,1.0
15613,509,1,1.0
15614,243,1,1.0
15615,180,1,1.0
15616,144,1,0.8
15617,76,0,0.422
15618,92,0,0.511
15619,386,1,1.0
15620,166,1,0.922
15621,6,0,0.033
15622,4,1,0.022
15623,88,0,0.489
15624,91,0,0.506
15625,215,1,1.0
15626,480,1,1.0
15627,301,1,1.0
15628,9,1,0.05
15629,53,0,0.294
15630,6,0,0.033
15631,471,1,1.0
15632,133,1,0.739
15633,396,1,1.0
15634,73,0,0.406
15635,139,1,0.772
15636,131,1,0.728
15637,514,0,1.0
15638,88,0,0.489
15639,1,0,0.006
15640,581,1,1.0
15641,84,0,0.467
15642,66,0,0.367
15643,28,0,0.156
15644,136,1,0.756
15645,97,1,0.539
15646,126,1,0.7
15647,97,1,0.539
15648,141,1,0.783
15649,3,0,0.017
15650,402,1,1.0
15651,89,0,0.494
15652,20,0,0.111
15653,0,0,0.0
15654,67,0,0.372
15655,223,1,1.0
15656,130,1,0.722
15657,230,1,1.0
15658,730,1,1.0
15659,18,0,0.1
15660,67,0,0.372
15661,69,0,0.383
15662,119,1,0.661
15663,55,0,0.306
15664,282,1,1.0
15665,249,1,1.0
15666,402,1,1.0
15667,293,1,1.0
15668,386,1,1.0
15669,730,1,1.0
15670,159,1,0.883
15671,10,0,0.056
15672,730,1,1.0
15673,125,1,0.694
15674,10,0,0.056
15675,69,0,0.383
15676,194,1,1.0
15677,360,1,1.0
15678,347,1,1.0
15679,60,0,0.333
15680,216,1,1.0
15681,17,0,0.094
15682,391,0,1.0
15683,730,1,1.0
15684,15,0,0.083
15685,94,1,0.522
15686,123,1,0.683
15687,730,1,1.0
15688,0,0,0.0
15689,430,1,1.0
15690,62,0,0.344
15691,65,0,0.361
15692,67,1,0.372
15693,399,1,1.0
15694,0,0,0.0
15695,30,0,0.167
15696,157,1,0.872
15697,67,0,0.372
15698,271,1,1.0
15699,66,0,0.367
15700,12,0,0.067
15701,46,1,0.256
15702,419,1,1.0
15703,327,1,1.0
15704,304,1,1.0
15705,159,0,0.883
15706,4,0,0.022
15707,5,0,0.028
15708,5,0,0.028
15709,331,1,1.0
15710,177,1,0.983
15711,379,1,1.0
15712,53,0,0.294
15713,4,0,0.022
15714,56,0,0.311
15715,25,0,0.139
15716,450,1,1.0
15717,152,1,0.844
15718,384,1,1.0
15719,730,1,1.0
15720,730,1,1.0
15721,606,1,1.0
15722,730,1,1.0
15723,484,1,1.0
15724,441,1,1.0
15725,56,0,0.311
15726,445,1,1.0
15727,730,1,1.0
15728,296,1,1.0
15729,301,1,1.0
15730,78,0,0.433
15731,279,0,1.0
15732,28,0,0.156
15733,265,1,1.0
15734,175,1,0.972
15735,385,1,1.0
15736,497,1,1.0
15737,40,0,0.222
15738,125,1,0.694
15739,503,0,1.0
15740,260,1,1.0
15741,147,1,0.817
15742,81,0,0.45
15743,48,0,0.267
15744,28,0,0.156
15745,270,1,1.0
15746,30,0,0.167
15747,120,1,0.667
15748,84,0,0.467
15749,347,0,1.0
15750,237,1,1.0
15751,572,1,1.0
15752,174,1,0.967
15753,22,0,0.122
15754,78,0,0.433
15755,42,0,0.233
15756,101,1,0.561
15757,425,1,1.0
15758,9,0,0.05
15759,230,1,1.0
15760,74,1,0.411
15761,105,1,0.583
15762,399,1,1.0
15763,15,0,0.083
15764,0,0,0.0
15765,143,1,0.794
15766,74,0,0.411
15767,202,1,1.0
15768,596,1,1.0
15769,438,1,1.0
15770,57,0,0.317
15771,127,1,0.706
15772,554,1,1.0
15773,730,0,1.0
15774,23,0,0.128
15775,8,0,0.044
15776,246,1,1.0
15777,52,0,0.289
15778,75,0,0.417
15779,300,1,1.0
15780,388,0,1.0
15781,73,0,0.406
15782,546,1,1.0
15783,432,1,1.0
15784,152,1,0.844
15785,34,0,0.189
15786,365,1,1.0
15787,101,1,0.561
15788,730,1,1.0
15789,37,0,0.206
15790,730,1,1.0
15791,104,1,0.578
15792,65,1,0.361
15793,548,1,1.0
15794,179,1,0.994
15795,54,1,0.3
15796,76,0,0.422
15797,104,1,0.578
15798,238,1,1.0
15799,272,1,1.0
15800,82,0,0.456
15801,463,1,1.0
15802,730,1,1.0
15803,303,1,1.0
15804,730,1,1.0
15805,99,1,0.55
15806,118,1,0.656
