CustomerID,SignupDate,AgeGroup,Gender,Country,City,PreferredChannel,LoyaltyTier,EmailOptIn,CustomerType
16513,2023-10-10,18-24,M,United Kingdom,City_192,Mobile App,Gold,1,occasional
16514,2024-03-02,55-64,F,United Kingdom,City_81,Mobile App,Silver,1,loyal
16515,2023-04-22,55-64,F,United Kingdom,City_45,Web,Silver,1,occasional
16516,2023-03-17,25-34,F,United Kingdom,City_137,Mobile App,Bronze,1,one_time
16517,2023-02-28,45-54,M,United Kingdom,City_9,Mobile App,Silver,1,occasional
16518,2023-05-03,35-44,F,Belgium,City_136,Web,Bronze,0,one_time
16519,2023-05-07,35-44,M,United Kingdom,City_103,Web,Gold,1,loyal
16520,2023-10-05,25-34,F,Norway,City_65,Web,Silver,0,one_time
16521,2023-04-02,35-44,F,Germany,City_120,Web,Silver,1,loyal
16522,2023-06-12,45-54,F,United Kingdom,City_157,Web,Silver,1,occasional
16523,2023-07-12,25-34,F,France,City_174,In-Store,Bronze,1,at_risk
16524,2023-12-05,45-54,M,United Kingdom,City_94,Web,Silver,1,one_time
16525,2023-08-05,35-44,F,United Kingdom,City_194,Web,Silver,1,occasional
16526,2023-09-06,35-44,F,United Kingdom,City_171,In-Store,Silver,1,one_time
16527,2023-07-23,25-34,M,United Kingdom,City_129,Web,Gold,1,loyal
16528,2023-07-12,35-44,M,Germany,City_33,In-Store,Bronze,1,occasional
16529,2023-05-05,25-34,M,United Kingdom,City_92,Web,Bronze,0,loyal
16530,2024-02-20,65+,Other,EIRE,City_3,Phone,Silver,1,loyal
16531,2023-10-23,25-34,F,United Kingdom,City_177,Web,Silver,1,occasional
16532,2023-06-29,35-44,Other,United Kingdom,City_120,Mobile App,Gold,1,at_risk
16533,2023-06-03,45-54,M,United Kingdom,City_107,Web,Bronze,1,loyal
16534,2023-12-13,18-24,M,United Kingdom,City_166,Web,Bronze,1,one_time
16535,2023-11-12,45-54,M,United Kingdom,City_170,Web,Silver,1,loyal
16536,2023-03-27,25-34,F,France,City_8,Web,Bronze,0,occasional
16537,2023-09-01,25-34,M,United Kingdom,City_139,Web,Gold,1,occasional
16538,2023-10-31,25-34,F,United Kingdom,City_140,Web,Silver,1,one_time
16539,2023-03-02,25-34,F,United Kingdom,City_169,Web,Bronze,1,loyal
16540,2023-03-19,25-34,M,United Kingdom,City_158,In-Store,Gold,1,one_time
16541,2023-04-12,18-24,F,United Kingdom,City_134,Web,Bronze,1,occasional
16542,2023-07-08,45-54,M,United Kingdom,City_165,In-Store,Bronze,1,occasional
16543,2023-02-18,45-54,F,United Kingdom,City_185,Web,Silver,0,one_time
16544,2023-04-06,45-54,F,United Kingdom,City_8,Mobile App,Gold,0,occasional
16545,2023-09-08,65+,F,United Kingdom,City_181,Web,Bronze,1,occasional
16546,2023-05-09,45-54,M,Spain,City_103,Mobile App,Silver,1,one_time
16547,2023-11-03,18-24,F,United Kingdom,City_147,Web,Gold,1,loyal
16548,2024-02-09,35-44,M,United Kingdom,City_18,Web,Gold,0,one_time
16549,2023-06-10,45-54,F,Australia,City_140,Web,Bronze,1,occasional
16550,2023-06-13,25-34,F,EIRE,City_58,In-Store,Bronze,1,occasional
16551,2023-09-02,55-64,F,United Kingdom,City_5,Mobile App,Silver,1,loyal
16552,2023-08-25,18-24,F,United Kingdom,City_143,Web,Silver,0,occasional
16553,2023-03-05,35-44,M,United Kingdom,City_12,Phone,Silver,0,occasional
16554,2023-07-06,25-34,F,United Kingdom,City_137,Web,Gold,1,one_time
16555,2023-11-15,18-24,F,Australia,City_33,Mobile App,Silver,0,occasional
16556,2023-03-25,35-44,F,Netherlands,City_1,Web,Bronze,0,occasional
16557,2023-06-28,25-34,F,United Kingdom,City_68,Mobile App,Silver,1,loyal
16558,2024-02-01,45-54,F,United Kingdom,City_164,Web,Silver,0,loyal
16559,2023-10-04,35-44,M,United Kingdom,City_136,Web,Gold,1,one_time
16560,2023-11-11,55-64,M,United Kingdom,City_172,In-Store,Bronze,0,occasional
16561,2023-11-19,25-34,M,United Kingdom,City_172,Web,Bronze,1,loyal
16562,2023-04-16,45-54,F,United Kingdom,City_70,Web,Bronze,1,one_time
16563,2023-08-05,35-44,F,United Kingdom,City_3,Web,Silver,1,loyal
16564,2023-02-18,45-54,F,United Kingdom,City_80,Mobile App,Silver,1,at_risk
16565,2023-05-01,45-54,F,Germany,City_189,In-Store,Bronze,1,at_risk
16566,2024-02-09,18-24,F,United Kingdom,City_76,Web,Bronze,0,one_time
16567,2023-08-07,55-64,F,Spain,City_63,Mobile App,Silver,1,occasional
16568,2023-10-05,25-34,Other,United Kingdom,City_197,In-Store,Bronze,1,at_risk
16569,2023-07-31,35-44,F,United Kingdom,City_70,Web,Silver,1,occasional
16570,2023-08-06,35-44,F,United Kingdom,City_67,Web,Bronze,1,occasional
16571,2023-08-13,45-54,F,United Kingdom,City_49,In-Store,Bronze,1,occasional
16572,2023-11-15,45-54,M,France,City_150,Web,Bronze,0,occasional
16573,2023-10-01,45-54,F,United Kingdom,City_168,Web,Silver,1,occasional
16574,2023-06-11,55-64,M,France,City_140,Web,Platinum,1,loyal
16575,2023-06-12,18-24,M,Netherlands,City_100,Web,Bronze,1,occasional
16576,2023-07-06,45-54,M,United Kingdom,City_163,Web,Silver,1,occasional
16577,2023-11-16,25-34,F,United Kingdom,City_42,Web,Bronze,1,at_risk
16578,2024-02-22,45-54,F,United Kingdom,City_143,Web,Gold,1,occasional
16579,2024-02-29,25-34,F,United Kingdom,City_105,Mobile App,Bronze,1,at_risk
16580,2023-03-23,35-44,M,United Kingdom,City_116,In-Store,Silver,0,one_time
16581,2023-06-15,25-34,M,Canada,City_83,Mobile App,Bronze,1,one_time
16582,2023-07-21,65+,M,United Kingdom,City_179,Mobile App,Bronze,1,one_time
16583,2023-07-11,55-64,F,United Kingdom,City_57,Web,Silver,1,one_time
16584,2023-11-11,25-34,F,United Kingdom,City_30,Mobile App,Bronze,1,occasional
16585,2023-09-13,25-34,F,United Kingdom,City_120,Mobile App,Silver,1,at_risk
16586,2023-09-02,45-54,F,United Kingdom,City_132,Web,Bronze,0,one_time
16587,2023-07-24,55-64,F,United Kingdom,City_121,Mobile App,Gold,0,occasional
16588,2023-12-15,35-44,F,United Kingdom,City_42,Web,Silver,1,occasional
16589,2023-06-29,65+,M,United Kingdom,City_134,Mobile App,Bronze,1,loyal
16590,2023-12-08,55-64,M,Spain,City_143,Mobile App,Bronze,1,one_time
16591,2023-04-30,45-54,F,United Kingdom,City_151,Mobile App,Bronze,0,at_risk
16592,2023-09-28,35-44,M,United Kingdom,City_143,Web,Bronze,0,occasional
16593,2023-08-22,45-54,M,Germany,City_46,Mobile App,Bronze,1,occasional
16594,2023-08-29,25-34,F,Belgium,City_157,Web,Bronze,0,loyal
16595,2024-05-11,45-54,Other,United Kingdom,City_141,Web,Silver,0,loyal
16596,2023-12-22,18-24,F,Portugal,City_135,Mobile App,Gold,0,one_time
16597,2023-05-26,18-24,F,United Kingdom,City_19,Web,Silver,0,occasional
16598,2023-10-04,35-44,M,United Kingdom,City_197,Web,Bronze,1,occasional
16599,2024-01-24,55-64,F,United Kingdom,City_67,Web,Gold,1,loyal
16600,2023-12-10,35-44,M,United Kingdom,City_141,In-Store,Silver,1,loyal
16601,2023-05-05,35-44,F,United Kingdom,City_123,Mobile App,Silver,0,one_time
16602,2023-07-24,35-44,M,France,City_46,Web,Gold,1,at_risk
16603,2023-01-21,45-54,M,France,City_11,In-Store,Bronze,1,loyal
16604,2023-05-05,25-34,F,France,City_16,Mobile App,Silver,1,occasional
16605,2024-01-10,25-34,M,Germany,City_43,Phone,Bronze,0,one_time
16606,2023-05-13,55-64,M,United Kingdom,City_10,Web,Bronze,1,one_time
16607,2023-04-08,35-44,M,Germany,City_14,Web,Bronze,1,loyal
16608,2023-06-10,25-34,F,United Kingdom,City_99,Web,Bronze,0,at_risk
16609,2023-03-21,18-24,M,United Kingdom,City_152,Web,Bronze,1,occasional
16610,2023-11-24,35-44,F,United Kingdom,City_73,Mobile App,Bronze,0,one_time
16611,2023-06-21,35-44,F,Belgium,City_189,Mobile App,Silver,0,occasional
16612,2023-09-15,25-34,M,United Kingdom,City_19,Phone,Gold,1,loyal
16613,2023-07-21,55-64,F,France,City_142,Web,Bronze,1,one_time
16614,2023-04-02,65+,F,United Kingdom,City_132,In-Store,Bronze,1,occasional
16615,2023-03-03,25-34,F,EIRE,City_29,Web,Gold,1,occasional
16616,2023-09-12,25-34,F,United Kingdom,City_46,Web,Silver,1,loyal
16617,2023-05-18,18-24,F,United Kingdom,City_175,Web,Bronze,1,loyal
16618,2023-07-17,25-34,M,Germany,City_131,Web,Bronze,1,occasional
16619,2023-05-18,35-44,M,United Kingdom,City_30,Web,Gold,0,at_risk
16620,2023-05-03,45-54,M,United Kingdom,City_79,Web,Silver,1,occasional
16621,2024-03-30,55-64,F,United Kingdom,City_26,Web,Bronze,1,at_risk
16622,2024-01-03,45-54,F,France,City_24,Mobile App,Bronze,1,occasional
16623,2023-07-16,55-64,F,United Kingdom,City_2,Phone,Silver,1,occasional
16624,2023-04-10,55-64,M,United Kingdom,City_147,Mobile App,Platinum,1,occasional
16625,2023-05-18,45-54,F,United Kingdom,City_139,In-Store,Silver,1,occasional
16626,2023-04-09,18-24,M,United Kingdom,City_176,Web,Platinum,1,occasional
16627,2023-05-11,55-64,M,United Kingdom,City_193,Mobile App,Bronze,1,occasional
16628,2023-09-29,35-44,M,United Kingdom,City_61,In-Store,Silver,1,occasional
16629,2023-02-04,45-54,F,Germany,City_128,Web,Bronze,1,occasional
16630,2023-07-30,45-54,F,Germany,City_26,In-Store,Bronze,1,one_time
16631,2023-04-20,45-54,F,United Kingdom,City_8,Web,Bronze,0,one_time
16632,2023-07-11,35-44,F,EIRE,City_94,Phone,Silver,1,occasional
16633,2023-07-26,35-44,F,United Kingdom,City_4,In-Store,Silver,1,occasional
16634,2023-09-20,35-44,M,United Kingdom,City_93,Mobile App,Bronze,1,loyal
16635,2023-04-07,35-44,M,United Kingdom,City_68,Web,Bronze,1,one_time
16636,2023-02-04,25-34,F,United Kingdom,City_164,Mobile App,Bronze,0,occasional
16637,2023-12-15,55-64,F,United Kingdom,City_175,Phone,Gold,0,at_risk
16638,2023-11-20,35-44,M,United Kingdom,City_46,Web,Bronze,1,occasional
16639,2023-09-07,35-44,F,United Kingdom,City_75,Web,Platinum,1,occasional
16640,2023-05-07,55-64,M,France,City_196,Mobile App,Bronze,1,occasional
16641,2023-08-21,18-24,M,Belgium,City_154,In-Store,Bronze,1,occasional
16642,2024-04-19,55-64,F,United Kingdom,City_69,Web,Silver,1,occasional
16643,2023-05-09,55-64,F,United Kingdom,City_82,Web,Silver,0,occasional
16644,2023-12-30,35-44,F,Portugal,City_197,Mobile App,Silver,0,at_risk
16645,2023-06-22,55-64,M,United Kingdom,City_25,Web,Gold,1,occasional
16646,2024-02-06,25-34,F,United Kingdom,City_179,Web,Bronze,1,occasional
16647,2023-08-22,65+,M,United Kingdom,City_94,Mobile App,Gold,1,one_time
16648,2023-08-21,25-34,F,United Kingdom,City_119,Mobile App,Bronze,0,occasional
16649,2023-09-10,35-44,F,United Kingdom,City_118,Web,Bronze,1,occasional
16650,2023-06-03,25-34,F,United Kingdom,City_88,Web,Bronze,1,occasional
16651,2023-03-21,35-44,F,Germany,City_45,Web,Bronze,1,loyal
16652,2023-06-17,35-44,F,Germany,City_29,Web,Silver,1,at_risk
16653,2023-05-19,25-34,M,United Kingdom,City_88,Mobile App,Silver,1,occasional
16654,2023-12-28,35-44,M,United Kingdom,City_183,Web,Silver,1,loyal
16655,2023-02-15,35-44,M,France,City_61,Web,Bronze,1,at_risk
16656,2023-08-17,18-24,F,United Kingdom,City_142,Mobile App,Bronze,0,one_time
16657,2023-07-01,35-44,M,United Kingdom,City_154,Web,Silver,1,occasional
16658,2023-10-25,35-44,M,EIRE,City_27,Web,Bronze,0,loyal
16659,2023-09-15,25-34,F,United Kingdom,City_6,Web,Bronze,1,at_risk
16660,2023-03-06,35-44,F,United Kingdom,City_43,Mobile App,Gold,1,occasional
16661,2023-08-09,35-44,F,United Kingdom,City_157,In-Store,Gold,1,one_time
16662,2023-05-25,45-54,M,United Kingdom,City_168,Web,Bronze,1,one_time
16663,2023-06-29,35-44,M,United Kingdom,City_40,Web,Platinum,1,occasional
16664,2024-02-09,35-44,F,Germany,City_145,In-Store,Bronze,0,occasional
16665,2023-03-05,25-34,F,United Kingdom,City_139,Web,Bronze,0,occasional
16666,2023-06-20,25-34,F,United Kingdom,City_68,Web,Bronze,1,one_time
16667,2023-04-25,18-24,F,Germany,City_113,Mobile App,Bronze,1,one_time
16668,2023-08-12,25-34,F,United Kingdom,City_67,In-Store,Gold,1,at_risk
16669,2023-07-30,35-44,F,United Kingdom,City_170,Web,Bronze,1,at_risk
16670,2023-03-03,35-44,F,United Kingdom,City_157,In-Store,Bronze,1,occasional
16671,2023-06-25,35-44,F,United Kingdom,City_152,Web,Bronze,0,loyal
16672,2023-08-03,55-64,M,United Kingdom,City_199,Web,Gold,1,one_time
16673,2023-10-11,18-24,F,United Kingdom,City_43,Web,Bronze,1,occasional
16674,2024-01-09,45-54,M,Germany,City_13,Web,Silver,0,occasional
16675,2023-05-04,45-54,M,United Kingdom,City_103,Mobile App,Silver,1,loyal
16676,2023-06-16,45-54,M,USA,City_195,Web,Bronze,1,loyal
16677,2024-06-16,45-54,F,United Kingdom,City_41,Web,Silver,1,occasional
16678,2023-01-14,55-64,M,United Kingdom,City_119,Web,Silver,1,one_time
16679,2023-06-11,55-64,M,United Kingdom,City_26,Web,Silver,0,loyal
16680,2023-01-09,35-44,F,EIRE,City_152,Web,Silver,1,loyal
16681,2023-06-06,45-54,F,United Kingdom,City_69,Web,Bronze,1,one_time
16682,2023-05-23,55-64,M,United Kingdom,City_126,Web,Silver,1,at_risk
16683,2023-07-28,35-44,F,United Kingdom,City_2,Phone,Gold,1,occasional
16684,2023-03-20,55-64,F,Belgium,City_96,Web,Gold,1,at_risk
16685,2023-06-25,25-34,F,United Kingdom,City_157,Mobile App,Bronze,0,occasional
16686,2023-05-22,35-44,M,USA,City_124,Web,Silver,1,occasional
16687,2023-09-12,25-34,F,United Kingdom,City_7,Web,Bronze,1,occasional
16688,2023-09-09,25-34,F,United Kingdom,City_122,Web,Bronze,1,occasional
16689,2023-10-25,18-24,F,United Kingdom,City_116,Web,Silver,1,loyal
16690,2023-11-02,45-54,F,EIRE,City_197,Mobile App,Bronze,1,occasional
16691,2023-05-09,45-54,F,United Kingdom,City_129,Web,Bronze,1,loyal
16692,2023-07-19,25-34,F,United Kingdom,City_171,Web,Bronze,1,at_risk
16693,2023-10-29,25-34,F,United Kingdom,City_199,Web,Bronze,1,loyal
16694,2024-01-13,25-34,F,United Kingdom,City_139,Mobile App,Bronze,1,at_risk
16695,2023-12-30,25-34,M,Portugal,City_77,Web,Silver,1,one_time
16696,2023-07-22,25-34,F,United Kingdom,City_79,Mobile App,Bronze,0,one_time
16697,2023-08-17,25-34,F,United Kingdom,City_149,Web,Bronze,1,occasional
16698,2023-08-15,35-44,F,United Kingdom,City_78,Mobile App,Silver,1,at_risk
16699,2023-03-12,25-34,F,United Kingdom,City_85,Mobile App,Bronze,1,occasional
16700,2023-09-04,35-44,M,United Kingdom,City_92,Web,Platinum,0,loyal
16701,2023-07-15,18-24,M,Australia,City_97,Phone,Bronze,1,at_risk
16702,2023-01-27,55-64,M,United Kingdom,City_111,Web,Platinum,0,loyal
16703,2024-02-19,35-44,M,United Kingdom,City_190,Mobile App,Bronze,0,occasional
16704,2023-11-23,25-34,M,United Kingdom,City_88,Web,Silver,0,occasional
16705,2023-05-21,55-64,F,United Kingdom,City_91,Phone,Silver,1,occasional
16706,2023-02-13,55-64,M,United Kingdom,City_42,In-Store,Silver,1,occasional
16707,2023-02-24,45-54,M,Netherlands,City_23,Mobile App,Bronze,1,one_time
16708,2023-02-23,65+,M,Netherlands,City_111,Mobile App,Bronze,1,at_risk
16709,2023-04-16,25-34,M,United Kingdom,City_56,Web,Silver,1,loyal
16710,2023-08-16,35-44,F,United Kingdom,City_168,Web,Bronze,1,occasional
16711,2023-06-16,35-44,F,United Kingdom,City_89,Web,Silver,1,one_time
16712,2024-01-19,25-34,F,United Kingdom,City_41,Mobile App,Gold,0,loyal
16713,2023-04-04,35-44,F,United Kingdom,City_142,Mobile App,Bronze,1,at_risk
16714,2024-02-07,35-44,M,Spain,City_162,Web,Bronze,1,one_time
16715,2023-06-26,18-24,M,United Kingdom,City_193,Mobile App,Gold,1,loyal
16716,2024-01-03,45-54,M,United Kingdom,City_187,Web,Silver,0,one_time
16717,2023-11-29,35-44,F,France,City_136,Web,Silver,0,loyal
16718,2023-05-02,25-34,M,United Kingdom,City_47,Web,Silver,1,occasional
16719,2023-06-11,18-24,F,Norway,City_37,Web,Bronze,0,one_time
16720,2023-09-16,18-24,F,United Kingdom,City_24,Web,Bronze,1,one_time
16721,2023-03-06,25-34,F,United Kingdom,City_65,Web,Bronze,0,occasional
16722,2023-07-22,55-64,F,United Kingdom,City_107,Web,Silver,1,one_time
16723,2023-08-08,45-54,F,United Kingdom,City_6,Mobile App,Bronze,0,occasional
16724,2023-05-07,45-54,M,United Kingdom,City_21,Web,Bronze,1,loyal
16725,2023-05-23,25-34,M,United Kingdom,City_131,In-Store,Bronze,1,occasional
16726,2023-09-26,25-34,F,Germany,City_183,Mobile App,Bronze,0,loyal
16727,2023-11-20,45-54,M,EIRE,City_49,Mobile App,Silver,0,occasional
16728,2024-06-04,55-64,M,United Kingdom,City_76,Mobile App,Gold,1,loyal
16729,2023-04-21,25-34,F,United Kingdom,City_83,Mobile App,Bronze,1,occasional
16730,2023-06-15,45-54,M,Australia,City_73,Mobile App,Bronze,1,occasional
16731,2023-09-04,55-64,F,United Kingdom,City_16,Web,Silver,0,at_risk
16732,2023-03-04,25-34,M,United Kingdom,City_162,Web,Bronze,1,occasional
16733,2023-09-16,25-34,M,USA,City_35,Phone,Bronze,1,occasional
16734,2023-11-03,35-44,M,United Kingdom,City_147,Web,Silver,1,one_time
16735,2023-06-17,35-44,M,Germany,City_33,Mobile App,Silver,1,one_time
16736,2024-04-03,45-54,M,Spain,City_43,Web,Silver,0,occasional
16737,2023-10-19,55-64,F,United Kingdom,City_44,Web,Silver,1,one_time
16738,2023-10-10,25-34,M,Belgium,City_48,Mobile App,Silver,0,loyal
16739,2023-01-22,55-64,F,Belgium,City_39,Web,Bronze,1,occasional
16740,2023-07-14,35-44,M,United Kingdom,City_29,Mobile App,Silver,1,at_risk
16741,2023-09-23,35-44,M,Norway,City_133,Web,Silver,0,loyal
16742,2024-03-20,25-34,F,United Kingdom,City_83,Web,Bronze,0,one_time
16743,2024-02-18,55-64,F,United Kingdom,City_19,Mobile App,Gold,1,occasional
16744,2023-04-20,35-44,F,United Kingdom,City_45,Mobile App,Bronze,1,occasional
16745,2023-03-25,35-44,F,United Kingdom,City_49,Phone,Bronze,1,one_time
16746,2023-04-05,25-34,F,United Kingdom,City_24,Web,Bronze,1,one_time
16747,2023-11-07,45-54,M,United Kingdom,City_55,Web,Bronze,1,occasional
16748,2023-05-20,45-54,M,Germany,City_79,Web,Silver,1,occasional
16749,2023-05-04,25-34,F,Germany,City_41,Mobile App,Bronze,1,loyal
16750,2024-01-12,45-54,F,United Kingdom,City_164,Web,Bronze,1,one_time
16751,2023-09-14,25-34,F,United Kingdom,City_169,Web,Bronze,1,at_risk
16752,2023-09-09,25-34,F,United Kingdom,City_167,Web,Bronze,1,one_time
16753,2024-03-06,35-44,M,United Kingdom,City_186,Mobile App,Bronze,1,loyal
16754,2024-04-11,65+,F,United Kingdom,City_192,In-Store,Silver,1,occasional
16755,2023-10-23,25-34,M,United Kingdom,City_82,Web,Gold,1,loyal
16756,2023-04-11,35-44,F,United Kingdom,City_30,Web,Bronze,1,occasional
16757,2023-08-27,35-44,F,United Kingdom,City_49,Mobile App,Bronze,1,loyal
16758,2023-05-11,35-44,M,United Kingdom,City_8,In-Store,Silver,1,occasional
16759,2023-07-04,45-54,F,France,City_52,Web,Silver,1,one_time
16760,2023-04-07,25-34,F,United Kingdom,City_197,Mobile App,Bronze,1,one_time
16761,2023-10-29,25-34,F,United Kingdom,City_199,Mobile App,Silver,1,occasional
16762,2023-11-14,18-24,F,EIRE,City_86,Mobile App,Bronze,1,loyal
16763,2023-05-22,35-44,M,EIRE,City_181,Web,Gold,0,occasional
16764,2024-06-03,18-24,F,United Kingdom,City_186,Web,Bronze,1,occasional
16765,2023-10-02,45-54,F,United Kingdom,City_91,Web,Silver,0,occasional
16766,2023-06-18,45-54,F,United Kingdom,City_79,Phone,Bronze,1,at_risk
16767,2023-08-17,25-34,F,United Kingdom,City_110,Web,Bronze,1,occasional
16768,2023-05-21,25-34,F,Norway,City_7,Web,Bronze,1,at_risk
16769,2023-08-17,55-64,F,United Kingdom,City_165,Web,Bronze,1,at_risk
16770,2024-01-01,25-34,M,EIRE,City_98,Web,Bronze,0,one_time
16771,2023-07-15,35-44,F,United Kingdom,City_127,Web,Bronze,1,occasional
16772,2023-06-02,35-44,F,France,City_78,Web,Platinum,1,loyal
16773,2023-05-24,65+,M,United Kingdom,City_2,In-Store,Gold,1,loyal
16774,2023-11-22,35-44,F,United Kingdom,City_190,Mobile App,Gold,1,at_risk
16775,2024-03-02,18-24,F,United Kingdom,City_157,Phone,Bronze,1,loyal
16776,2023-07-21,55-64,F,Netherlands,City_4,Mobile App,Bronze,1,occasional
16777,2023-12-18,25-34,F,United Kingdom,City_197,Mobile App,Gold,0,loyal
16778,2023-01-24,35-44,F,United Kingdom,City_109,Web,Bronze,1,at_risk
16779,2023-08-15,35-44,F,USA,City_37,Web,Silver,0,occasional
16780,2023-02-01,25-34,F,EIRE,City_94,In-Store,Bronze,1,occasional
16781,2023-02-12,35-44,M,United Kingdom,City_52,In-Store,Bronze,1,occasional
16782,2023-05-13,35-44,F,United Kingdom,City_82,Web,Silver,1,loyal
16783,2023-03-09,35-44,F,United Kingdom,City_107,Phone,Silver,1,at_risk
16784,2023-06-03,25-34,F,United Kingdom,City_120,Web,Bronze,1,occasional
16785,2023-11-08,55-64,F,United Kingdom,City_154,Phone,Silver,1,occasional
16786,2024-03-03,35-44,F,United Kingdom,City_59,Web,Bronze,0,one_time
16787,2023-02-21,45-54,M,United Kingdom,City_81,Web,Bronze,1,occasional
16788,2023-07-09,18-24,F,United Kingdom,City_27,Mobile App,Bronze,1,one_time
16789,2023-05-28,65+,F,United Kingdom,City_57,In-Store,Bronze,1,loyal
16790,2023-03-23,25-34,M,United Kingdom,City_149,In-Store,Bronze,1,occasional
16791,2023-03-09,65+,F,Germany,City_13,In-Store,Silver,1,occasional
16792,2023-08-14,35-44,M,United Kingdom,City_85,In-Store,Silver,0,one_time
16793,2023-05-19,25-34,F,Belgium,City_189,Mobile App,Bronze,1,occasional
16794,2023-08-06,35-44,M,United Kingdom,City_48,Mobile App,Bronze,0,loyal
16795,2023-06-03,25-34,F,United Kingdom,City_44,Web,Silver,0,one_time
16796,2024-04-24,35-44,F,United Kingdom,City_3,Mobile App,Silver,1,occasional
16797,2023-11-16,65+,F,EIRE,City_10,Web,Gold,0,one_time
16798,2023-11-09,65+,F,United Kingdom,City_37,Mobile App,Silver,1,occasional
16799,2023-04-22,18-24,F,United Kingdom,City_84,Web,Silver,1,occasional
16800,2023-07-10,65+,F,United Kingdom,City_164,In-Store,Bronze,0,one_time
16801,2023-08-21,25-34,F,United Kingdom,City_6,Mobile App,Platinum,0,occasional
16802,2023-05-25,25-34,F,United Kingdom,City_111,Mobile App,Bronze,1,one_time
16803,2023-11-17,45-54,F,United Kingdom,City_11,Web,Silver,1,one_time
16804,2023-12-18,35-44,M,Netherlands,City_97,Web,Bronze,0,occasional
16805,2023-04-23,55-64,F,France,City_77,Web,Gold,0,loyal
16806,2024-04-24,45-54,F,United Kingdom,City_182,Web,Bronze,0,loyal
16807,2024-06-13,25-34,F,United Kingdom,City_52,Web,Bronze,1,loyal
16808,2024-02-13,35-44,F,United Kingdom,City_126,Web,Bronze,0,loyal
16809,2024-02-17,25-34,M,United Kingdom,City_18,Web,Silver,0,at_risk
16810,2024-01-01,45-54,F,United Kingdom,City_84,Web,Gold,1,loyal
16811,2023-09-09,18-24,F,Netherlands,City_29,Web,Silver,1,one_time
16812,2023-09-22,25-34,M,United Kingdom,City_157,Web,Bronze,1,one_time
16813,2023-05-17,18-24,M,United Kingdom,City_43,Mobile App,Bronze,1,one_time
16814,2023-04-06,35-44,M,United Kingdom,City_39,Web,Bronze,1,loyal
16815,2023-05-08,45-54,F,EIRE,City_69,Web,Gold,1,occasional
16816,2023-07-07,45-54,F,United Kingdom,City_61,Web,Gold,0,loyal
16817,2023-07-19,18-24,F,United Kingdom,City_83,Web,Silver,1,at_risk
16818,2023-11-15,45-54,F,United Kingdom,City_169,Web,Bronze,1,one_time
16819,2023-03-21,35-44,F,United Kingdom,City_152,Mobile App,Bronze,1,at_risk
16820,2023-05-24,45-54,F,Switzerland,City_18,In-Store,Silver,1,loyal
16821,2023-03-06,18-24,F,United Kingdom,City_7,Mobile App,Silver,0,at_risk
16822,2023-06-05,65+,M,Netherlands,City_76,Web,Bronze,0,occasional
16823,2023-09-30,18-24,M,United Kingdom,City_130,Mobile App,Gold,1,occasional
16824,2024-02-14,25-34,F,United Kingdom,City_76,Web,Bronze,1,occasional
16825,2023-08-26,25-34,F,United Kingdom,City_105,Web,Gold,0,occasional
16826,2023-02-16,18-24,F,United Kingdom,City_130,Mobile App,Silver,1,occasional
16827,2023-02-25,55-64,F,United Kingdom,City_2,In-Store,Bronze,1,loyal
16828,2023-04-25,18-24,F,France,City_122,Mobile App,Silver,1,occasional
16829,2023-04-15,55-64,M,United Kingdom,City_194,In-Store,Silver,1,at_risk
16830,2023-03-27,35-44,M,United Kingdom,City_16,Mobile App,Bronze,0,loyal
16831,2023-04-07,25-34,F,United Kingdom,City_170,Web,Bronze,1,occasional
16832,2023-06-28,25-34,M,United Kingdom,City_161,Web,Bronze,1,occasional
16833,2023-05-23,25-34,F,France,City_56,In-Store,Bronze,1,loyal
16834,2023-12-23,25-34,F,Germany,City_179,Mobile App,Silver,0,occasional
16835,2023-05-15,35-44,F,Spain,City_38,Web,Silver,1,one_time
16836,2023-10-01,25-34,F,Spain,City_163,Web,Silver,0,occasional
16837,2023-03-21,55-64,F,United Kingdom,City_169,Web,Silver,1,one_time
16838,2024-02-08,35-44,M,United Kingdom,City_104,Web,Bronze,0,occasional
16839,2023-08-16,18-24,F,Australia,City_161,In-Store,Bronze,1,occasional
16840,2023-09-10,18-24,F,United Kingdom,City_56,Mobile App,Bronze,1,occasional
16841,2023-05-29,55-64,F,United Kingdom,City_48,Mobile App,Silver,1,occasional
16842,2023-11-07,25-34,F,United Kingdom,City_117,Web,Platinum,1,loyal
16843,2023-04-13,18-24,M,Germany,City_180,Web,Gold,1,occasional
16844,2023-04-11,25-34,M,United Kingdom,City_18,Web,Gold,0,occasional
16845,2023-07-25,35-44,M,United Kingdom,City_59,Web,Bronze,0,one_time
16846,2023-08-21,35-44,F,Germany,City_71,Web,Bronze,1,occasional
16847,2024-04-30,45-54,M,United Kingdom,City_3,Web,Silver,0,occasional
16848,2023-02-21,45-54,F,United Kingdom,City_167,Web,Bronze,1,one_time
16849,2023-10-21,25-34,F,United Kingdom,City_153,Mobile App,Bronze,1,one_time
16850,2023-02-22,35-44,F,United Kingdom,City_199,Web,Bronze,1,loyal
16851,2023-10-22,45-54,F,France,City_8,Web,Bronze,1,occasional
16852,2023-04-02,35-44,M,United Kingdom,City_3,Web,Bronze,0,at_risk
