CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,ChurnRisk
15422.0,269,1,39.1,2,1,1,211,At Risk,High Risk
15423.0,553,2,99.18,1,1,1,111,Lost Customers,High Risk
15424.0,49,6,1302.93,4,2,2,422,Potential Loyalists,Medium Risk
15425.0,2,41,31252.71,4,4,4,444,Champions,Low Risk
15426.0,484,2,106.79,1,1,1,111,Lost Customers,High Risk
15427.0,557,2,175.74,1,1,1,111,Lost Customers,High Risk
15428.0,56,5,2036.3,3,2,2,322,Potential Loyalists,Medium Risk
15429.0,252,2,285.49,2,1,1,211,At Risk,High Risk
15430.0,136,12,8565.11,2,3,3,233,At Risk,High Risk
15432.0,85,13,2752.67,3,3,2,332,Potential Loyalists,Medium Risk
15433.0,11,26,20357.21,4,4,4,444,Champions,Low Risk
15434.0,135,4,3977.72,2,2,3,223,At Risk,High Risk
15435.0,80,12,3451.77,3,3,3,333,Potential Loyalists,Medium Risk
15436.0,198,14,4965.820000000001,2,3,3,233,At Risk,High Risk
15437.0,336,5,1442.15,1,2,2,122,Lost Customers,High Risk
15438.0,411,2,1094.17,1,1,2,112,Lost Customers,High Risk
15439.0,447,1,92.45,1,1,1,111,Lost Customers,High Risk
15440.0,252,9,3582.32,2,3,3,233,At Risk,High Risk
15441.0,34,12,9060.25,4,3,3,433,Potential Loyalists,Medium Risk
15442.0,388,1,1005.14,1,1,2,112,Lost Customers,High Risk
15443.0,11,43,34316.89,4,4,4,444,Champions,Low Risk
15444.0,278,9,3371.13,2,3,3,233,At Risk,High Risk
15445.0,174,2,640.6800000000001,2,1,1,211,At Risk,High Risk
15446.0,2,30,33367.05,4,4,4,444,Champions,Low Risk
15447.0,153,1,101.88,2,1,1,211,At Risk,High Risk
15448.0,372,2,119.82,1,1,1,111,Lost Customers,High Risk
15449.0,36,14,10481.66,4,3,3,433,Potential Loyalists,Medium Risk
15450.0,95,6,2909.67,3,2,2,322,Potential Loyalists,Medium Risk
15451.0,1,28,55153.08,4,4,4,444,Champions,Low Risk
15452.0,550,1,265.58000000000004,1,1,1,111,Lost Customers,High Risk
15453.0,211,5,1460.41,2,2,2,222,At Risk,High Risk
15454.0,94,11,7420.610000000001,3,3,3,333,Potential Loyalists,Medium Risk
15455.0,327,2,41.66,1,1,1,111,Lost Customers,High Risk
15456.0,136,4,1574.4,2,2,2,222,At Risk,High Risk
15457.0,62,6,1849.77,3,2,2,322,Potential Loyalists,Medium Risk
15458.0,4,37,18926.31,4,4,4,444,Champions,Low Risk
15459.0,482,1,190.62,1,1,1,111,Lost Customers,High Risk
15460.0,16,37,74194.67,4,4,4,444,Champions,Low Risk
15461.0,70,2,1989.58,3,1,2,312,Potential Loyalists,Medium Risk
15462.0,213,8,3619.56,2,2,3,223,At Risk,High Risk
15463.0,1,24,16739.37,4,4,4,444,Champions,Low Risk
15464.0,72,8,5093.31,3,2,3,323,Potential Loyalists,Medium Risk
15465.0,5,42,28773.85,4,4,4,444,Champions,Low Risk
15466.0,552,1,196.15,1,1,1,111,Lost Customers,High Risk
15467.0,193,14,14727.94,2,3,4,234,At Risk,High Risk
15468.0,63,12,3459.44,3,3,3,333,Potential Loyalists,Medium Risk
15469.0,110,4,788.9,2,2,1,221,At Risk,High Risk
15470.0,284,17,5551.78,1,4,3,143,Loyal Customers,Low Risk
15471.0,53,8,3839.52,3,2,3,323,Potential Loyalists,Medium Risk
15472.0,104,16,5650.59,3,4,3,343,Loyal Customers,Low Risk
15473.0,49,11,15783.97,4,3,4,434,Potential Loyalists,Medium Risk
15475.0,48,7,786.17,4,2,1,421,Potential Loyalists,Medium Risk
15476.0,2,25,16453.47,4,4,4,444,Champions,Low Risk
15477.0,54,7,2225.6,3,2,2,322,Potential Loyalists,Medium Risk
15478.0,68,5,516.57,3,2,1,321,Potential Loyalists,Medium Risk
15479.0,6,38,23068.85,4,4,4,444,Champions,Low Risk
15480.0,287,10,4410.21,1,3,3,133,Lost Customers,High Risk
15481.0,193,12,36527.58,2,3,4,234,At Risk,High Risk
15482.0,35,35,35320.95,4,4,4,444,Champions,Low Risk
15484.0,5,41,38596.58,4,4,4,444,Champions,Low Risk
15485.0,59,12,5604.4,3,3,3,333,Potential Loyalists,Medium Risk
15487.0,511,1,39.68,1,1,1,111,Lost Customers,High Risk
15488.0,5,30,27542.86,4,4,4,444,Champions,Low Risk
15489.0,347,3,486.69,1,1,1,111,Lost Customers,High Risk
15490.0,593,1,250.55,1,1,1,111,Lost Customers,High Risk
15491.0,6,43,46907.48,4,4,4,444,Champions,Low Risk
15492.0,405,1,47.45,1,1,1,111,Lost Customers,High Risk
15493.0,471,1,447.72,1,1,1,111,Lost Customers,High Risk
15494.0,82,14,6102.55,3,3,3,333,Potential Loyalists,Medium Risk
15495.0,536,1,39.24,1,1,1,111,Lost Customers,High Risk
15496.0,25,39,28622.49,4,4,4,444,Champions,Low Risk
15497.0,83,12,3372.62,3,3,3,333,Potential Loyalists,Medium Risk
15498.0,257,17,8251.630000000001,2,4,3,243,Loyal Customers,Low Risk
15499.0,401,2,12.34,1,1,1,111,Lost Customers,High Risk
15500.0,208,1,101.0,2,1,1,211,At Risk,High Risk
15501.0,32,16,7879.98,4,4,3,443,Champions,Low Risk
15502.0,395,2,60.82,1,1,1,111,Lost Customers,High Risk
15503.0,552,2,340.34,1,1,1,111,Lost Customers,High Risk
15504.0,398,2,98.14,1,1,1,111,Lost Customers,High Risk
15505.0,90,6,757.66,3,2,1,321,Potential Loyalists,Medium Risk
15506.0,76,4,1003.46,3,2,2,322,Potential Loyalists,Medium Risk
15507.0,280,11,5565.77,2,3,3,233,At Risk,High Risk
15508.0,4,41,28433.45,4,4,4,444,Champions,Low Risk
15509.0,448,1,214.08,1,1,1,111,Lost Customers,High Risk
15511.0,94,7,39114.59,3,2,4,324,Potential Loyalists,Medium Risk
15512.0,59,8,2241.02,3,2,2,322,Potential Loyalists,Medium Risk
15513.0,60,14,4427.76,3,3,3,333,Potential Loyalists,Medium Risk
15514.0,200,2,63.61,2,1,1,211,At Risk,High Risk
15515.0,341,2,356.51,1,1,1,111,Lost Customers,High Risk
15516.0,172,11,5162.41,2,3,3,233,At Risk,High Risk
15518.0,604,1,63.87,1,1,1,111,Lost Customers,High Risk
15519.0,72,9,1101.57,3,3,2,332,Potential Loyalists,Medium Risk
15520.0,421,2,80.93,1,1,1,111,Lost Customers,High Risk
15521.0,14,27,17476.93,4,4,4,444,Champions,Low Risk
15522.0,293,12,7162.2300000000005,1,3,3,133,Lost Customers,High Risk
15525.0,51,8,2357.5800000000004,3,2,2,322,Potential Loyalists,Medium Risk
15526.0,14,19,15317.56,4,4,4,444,Champions,Low Risk
15527.0,518,1,79.42,1,1,1,111,Lost Customers,High Risk
15528.0,91,6,4475.200000000001,3,2,3,323,Potential Loyalists,Medium Risk
15529.0,4,30,26432.27,4,4,4,444,Champions,Low Risk
15530.0,64,10,4253.360000000001,3,3,3,333,Potential Loyalists,Medium Risk
15531.0,470,1,67.69999999999999,1,1,1,111,Lost Customers,High Risk
15532.0,41,10,9480.21,4,3,3,433,Potential Loyalists,Medium Risk
15533.0,14,24,14926.33,4,4,4,444,Champions,Low Risk
15534.0,230,6,1424.91,2,2,2,222,At Risk,High Risk
15536.0,67,6,3373.28,3,2,3,323,Potential Loyalists,Medium Risk
15537.0,487,1,428.18,1,1,1,111,Lost Customers,High Risk
15538.0,184,7,1300.84,2,2,2,222,At Risk,High Risk
15539.0,564,1,90.78,1,1,1,111,Lost Customers,High Risk
15540.0,373,1,226.77,1,1,1,111,Lost Customers,High Risk
15541.0,226,4,291.97,2,2,1,221,At Risk,High Risk
15542.0,83,7,910.72,3,2,2,322,Potential Loyalists,Medium Risk
15543.0,3,35,47364.9,4,4,4,444,Champions,Low Risk
15544.0,539,1,64.28,1,1,1,111,Lost Customers,High Risk
15545.0,1,41,49980.86,4,4,4,444,Champions,Low Risk
15546.0,217,7,1925.22,2,2,2,222,At Risk,High Risk
15547.0,281,10,10065.14,2,3,3,233,At Risk,High Risk
15548.0,221,14,15392.32,2,3,4,234,At Risk,High Risk
15549.0,296,8,3960.5,1,2,3,123,Lost Customers,High Risk
15550.0,113,9,2475.32,2,3,2,232,At Risk,High Risk
15551.0,107,5,679.0799999999999,2,2,1,221,At Risk,High Risk
15552.0,194,12,11304.3,2,3,4,234,At Risk,High Risk
15553.0,390,1,37.65,1,1,1,111,Lost Customers,High Risk
15554.0,49,13,50875.63,4,3,4,434,Potential Loyalists,Medium Risk
15555.0,135,8,1095.35,2,2,2,222,At Risk,High Risk
15556.0,9,33,23673.66,4,4,4,444,Champions,Low Risk
15557.0,287,17,6303.53,1,4,3,143,Loyal Customers,Low Risk
15558.0,88,10,1253.7,3,3,2,332,Potential Loyalists,Medium Risk
15559.0,21,21,15866.24,4,4,4,444,Champions,Low Risk
15560.0,451,1,152.34,1,1,1,111,Lost Customers,High Risk
15561.0,239,5,802.47,2,2,1,221,At Risk,High Risk
15562.0,223,6,1791.55,2,2,2,222,At Risk,High Risk
15563.0,173,7,6070.51,2,2,3,223,At Risk,High Risk
15564.0,76,7,2681.36,3,2,2,322,Potential Loyalists,Medium Risk
15565.0,586,1,77.69999999999999,1,1,1,111,Lost Customers,High Risk
15566.0,438,1,150.6,1,1,1,111,Lost Customers,High Risk
15567.0,436,2,716.76,1,1,1,111,Lost Customers,High Risk
15568.0,11,45,36159.15,4,4,4,444,Champions,Low Risk
15569.0,627,1,140.42000000000002,1,1,1,111,Lost Customers,High Risk
15570.0,25,35,25823.0,4,4,4,444,Champions,Low Risk
15571.0,140,8,7722.679999999999,2,2,3,223,At Risk,High Risk
15572.0,461,2,781.43,1,1,1,111,Lost Customers,High Risk
15573.0,51,1,330.7,3,1,1,311,Potential Loyalists,Medium Risk
15574.0,137,11,3449.2000000000003,2,3,3,233,At Risk,High Risk
15576.0,589,2,919.05,1,1,2,112,Lost Customers,High Risk
15577.0,244,1,277.26,2,1,1,211,At Risk,High Risk
15578.0,79,8,2240.3,3,2,2,322,Potential Loyalists,Medium Risk
15579.0,440,2,227.51,1,1,1,111,Lost Customers,High Risk
15580.0,151,6,5138.77,2,2,3,223,At Risk,High Risk
15581.0,275,3,2380.75,2,1,2,212,At Risk,High Risk
15582.0,48,16,6643.46,4,4,3,443,Champions,Low Risk
15583.0,7,32,49737.8,4,4,4,444,Champions,Low Risk
15584.0,237,11,2735.43,2,3,2,232,At Risk,High Risk
15585.0,61,8,1085.39,3,2,2,322,Potential Loyalists,Medium Risk
15586.0,280,11,4035.48,2,3,3,233,At Risk,High Risk
15587.0,183,8,3185.48,2,2,3,223,At Risk,High Risk
15588.0,73,7,856.8199999999999,3,2,1,321,Potential Loyalists,Medium Risk
15589.0,15,41,52344.94,4,4,4,444,Champions,Low Risk
15590.0,460,2,302.66,1,1,1,111,Lost Customers,High Risk
15591.0,3,25,85280.31999999999,4,4,4,444,Champions,Low Risk
15592.0,39,25,19752.12,4,4,4,444,Champions,Low Risk
15593.0,508,1,9.28,1,1,1,111,Lost Customers,High Risk
15594.0,286,12,5918.570000000001,1,3,3,133,Lost Customers,High Risk
15595.0,142,4,2607.61,2,2,2,222,At Risk,High Risk
15596.0,1,43,27907.63,4,4,4,444,Champions,Low Risk
15597.0,52,12,4962.13,3,3,3,333,Potential Loyalists,Medium Risk
15598.0,109,5,2825.82,2,2,2,222,At Risk,High Risk
15599.0,153,14,12263.98,2,3,4,234,At Risk,High Risk
15600.0,77,15,2757.26,3,4,2,342,Loyal Customers,Low Risk
15601.0,2,37,22158.96,4,4,4,444,Champions,Low Risk
15602.0,22,42,33288.08,4,4,4,444,Champions,Low Risk
15603.0,542,1,58.48,1,1,1,111,Lost Customers,High Risk
15604.0,72,8,2731.52,3,2,2,322,Potential Loyalists,Medium Risk
15605.0,20,20,16486.38,4,4,4,444,Champions,Low Risk
15606.0,24,40,26307.28,4,4,4,444,Champions,Low Risk
15607.0,230,7,854.03,2,2,1,221,At Risk,High Risk
15608.0,79,9,2435.0,3,3,2,332,Potential Loyalists,Medium Risk
15609.0,54,6,7993.680000000001,3,2,3,323,Potential Loyalists,Medium Risk
15610.0,202,7,4346.79,2,2,3,223,At Risk,High Risk
15611.0,389,2,487.38,1,1,1,111,Lost Customers,High Risk
15612.0,401,2,1615.46,1,1,2,112,Lost Customers,High Risk
15613.0,510,2,89.4,1,1,1,111,Lost Customers,High Risk
15614.0,244,13,1586.66,2,3,2,232,At Risk,High Risk
15615.0,181,7,1986.99,2,2,2,222,At Risk,High Risk
15616.0,145,3,387.16,2,1,1,211,At Risk,High Risk
15617.0,77,2,431.33,3,1,1,311,Potential Loyalists,Medium Risk
15618.0,93,8,1234.97,3,2,2,322,Potential Loyalists,Medium Risk
15619.0,387,3,98.47,1,1,1,111,Lost Customers,High Risk
15620.0,167,9,3082.9700000000003,2,3,2,232,At Risk,High Risk
15621.0,7,28,18938.72,4,4,4,444,Champions,Low Risk
15622.0,5,21,23566.21,4,4,4,444,Champions,Low Risk
15623.0,89,11,5385.39,3,3,3,333,Potential Loyalists,Medium Risk
15624.0,92,3,784.0,3,1,1,311,Potential Loyalists,Medium Risk
15625.0,216,11,3075.82,2,3,2,232,At Risk,High Risk
15626.0,481,1,91.69,1,1,1,111,Lost Customers,High Risk
15627.0,302,9,8046.32,1,3,3,133,Lost Customers,High Risk
15628.0,10,26,23813.42,4,4,4,444,Champions,Low Risk
15629.0,54,12,7884.13,3,3,3,333,Potential Loyalists,Medium Risk
15630.0,7,21,12544.68,4,4,4,444,Champions,Low Risk
15631.0,472,2,53.5,1,1,1,111,Lost Customers,High Risk
15632.0,134,5,622.62,2,2,1,221,At Risk,High Risk
15633.0,397,1,130.41,1,1,1,111,Lost Customers,High Risk
15634.0,74,13,4565.93,3,3,3,333,Potential Loyalists,Medium Risk
15635.0,140,10,3465.09,2,3,3,233,At Risk,High Risk
15636.0,132,7,2845.37,2,2,2,222,At Risk,High Risk
15637.0,515,1,445.83,1,1,1,111,Lost Customers,High Risk
15638.0,89,8,1667.63,3,2,2,322,Potential Loyalists,Medium Risk
15639.0,2,24,17774.96,4,4,4,444,Champions,Low Risk
15640.0,582,1,47.45,1,1,1,111,Lost Customers,High Risk
15641.0,85,7,5249.900000000001,3,2,3,323,Potential Loyalists,Medium Risk
15642.0,67,14,7866.06,3,3,3,333,Potential Loyalists,Medium Risk
15643.0,29,11,9024.08,4,3,3,433,Potential Loyalists,Medium Risk
15644.0,137,7,25313.33,2,2,4,224,At Risk,High Risk
15645.0,98,2,1911.76,3,1,2,312,Potential Loyalists,Medium Risk
15646.0,127,5,3444.52,2,2,3,223,At Risk,High Risk
15647.0,98,11,3004.98,3,3,2,332,Potential Loyalists,Medium Risk
15648.0,142,8,2821.25,2,2,2,222,At Risk,High Risk
15649.0,4,29,33162.35,4,4,4,444,Champions,Low Risk
15650.0,403,1,24.19,1,1,1,111,Lost Customers,High Risk
15651.0,90,5,1516.08,3,2,2,322,Potential Loyalists,Medium Risk
15652.0,21,25,23740.69,4,4,4,444,Champions,Low Risk
15653.0,1,46,49026.37,4,4,4,444,Champions,Low Risk
15654.0,68,15,4244.2,3,4,3,343,Loyal Customers,Low Risk
15655.0,224,1,284.7,2,1,1,211,At Risk,High Risk
15656.0,131,3,363.78,2,1,1,211,At Risk,High Risk
15657.0,231,1,10.35,2,1,1,211,At Risk,High Risk
15659.0,19,31,74718.03,4,4,4,444,Champions,Low Risk
15660.0,68,10,1418.05,3,3,2,332,Potential Loyalists,Medium Risk
15661.0,70,8,4264.35,3,2,3,323,Potential Loyalists,Medium Risk
15662.0,120,10,2756.79,2,3,2,232,At Risk,High Risk
15663.0,56,8,4589.38,3,2,3,323,Potential Loyalists,Medium Risk
15664.0,283,7,1581.25,2,2,2,222,At Risk,High Risk
15665.0,250,19,9548.87,2,4,3,243,Loyal Customers,Low Risk
15666.0,403,1,856.32,1,1,1,111,Lost Customers,High Risk
15667.0,294,1,1928.91,1,1,2,112,Lost Customers,High Risk
15670.0,160,11,1783.44,2,3,2,232,At Risk,High Risk
15671.0,11,31,21235.75,4,4,4,444,Champions,Low Risk
15673.0,126,9,2402.74,2,3,2,232,At Risk,High Risk
15674.0,11,42,43358.58,4,4,4,444,Champions,Low Risk
15675.0,70,13,7337.43,3,3,3,333,Potential Loyalists,Medium Risk
15676.0,195,5,1312.3200000000002,2,2,2,222,At Risk,High Risk
15677.0,361,2,595.39,1,1,1,111,Lost Customers,High Risk
15678.0,348,1,214.29,1,1,1,111,Lost Customers,High Risk
15679.0,61,7,2440.92,3,2,2,322,Potential Loyalists,Medium Risk
15680.0,217,1,37.71,2,1,1,211,At Risk,High Risk
15681.0,18,18,10783.38,4,4,3,443,Champions,Low Risk
15682.0,392,2,50.14,1,1,1,111,Lost Customers,High Risk
15684.0,16,42,56599.83,4,4,4,444,Champions,Low Risk
15685.0,95,10,5410.53,3,3,3,333,Potential Loyalists,Medium Risk
15686.0,124,8,1798.77,2,2,2,222,At Risk,High Risk
15688.0,1,24,18131.07,4,4,4,444,Champions,Low Risk
15689.0,431,1,322.28000000000003,1,1,1,111,Lost Customers,High Risk
15690.0,62,6,1820.97,3,2,2,322,Potential Loyalists,Medium Risk
15691.0,66,6,2231.94,3,2,2,322,Potential Loyalists,Medium Risk
15692.0,68,8,3455.84,3,2,3,323,Potential Loyalists,Medium Risk
15693.0,400,1,345.64,1,1,1,111,Lost Customers,High Risk
15694.0,1,43,69986.46,4,4,4,444,Champions,Low Risk
15695.0,31,22,27184.74,4,4,4,444,Champions,Low Risk
15696.0,158,3,866.5500000000001,2,1,1,211,At Risk,High Risk
15697.0,68,5,781.99,3,2,1,321,Potential Loyalists,Medium Risk
15698.0,272,1,189.8,2,1,1,211,At Risk,High Risk
15699.0,67,10,2858.88,3,3,2,332,Potential Loyalists,Medium Risk
15700.0,14,19,13557.2,4,4,4,444,Champions,Low Risk
15701.0,54,10,2093.53,3,3,2,332,Potential Loyalists,Medium Risk
15702.0,420,1,13.64,1,1,1,111,Lost Customers,High Risk
15703.0,328,7,2981.02,1,2,2,122,Lost Customers,High Risk
15704.0,305,11,8115.68,1,3,3,133,Lost Customers,High Risk
15705.0,160,5,4582.44,2,2,3,223,At Risk,High Risk
15706.0,5,39,27386.84,4,4,4,444,Champions,Low Risk
15707.0,6,45,28592.19,4,4,4,444,Champions,Low Risk
15708.0,6,29,22753.55,4,4,4,444,Champions,Low Risk
15709.0,332,10,6109.07,1,3,3,133,Lost Customers,High Risk
15710.0,178,9,4048.82,2,3,3,233,At Risk,High Risk
15711.0,380,1,103.62,1,1,1,111,Lost Customers,High Risk
15712.0,54,11,4209.18,3,3,3,333,Potential Loyalists,Medium Risk
15713.0,5,27,22327.24,4,4,4,444,Champions,Low Risk
15714.0,57,12,3997.52,3,3,3,333,Potential Loyalists,Medium Risk
15715.0,26,36,59298.01,4,4,4,444,Champions,Low Risk
15716.0,451,1,740.58,1,1,1,111,Lost Customers,High Risk
15717.0,153,7,23802.79,2,2,4,224,At Risk,High Risk
15718.0,385,1,2.15,1,1,1,111,Lost Customers,High Risk
15721.0,607,1,260.07,1,1,1,111,Lost Customers,High Risk
15723.0,485,1,29.4,1,1,1,111,Lost Customers,High Risk
15724.0,442,1,61.53,1,1,1,111,Lost Customers,High Risk
15725.0,57,9,4734.83,3,3,3,333,Potential Loyalists,Medium Risk
15726.0,446,1,43.82,1,1,1,111,Lost Customers,High Risk
15728.0,297,1,49.13,1,1,1,111,Lost Customers,High Risk
15729.0,301,2,446.75,1,1,1,111,Lost Customers,High Risk
15730.0,79,7,3330.1,3,2,3,323,Potential Loyalists,Medium Risk
15731.0,280,13,7141.24,2,3,3,233,At Risk,High Risk
15732.0,29,22,20511.57,4,4,4,444,Champions,Low Risk
15733.0,266,11,5208.38,2,3,3,233,At Risk,High Risk
15734.0,176,15,4055.15,2,4,3,243,Loyal Customers,Low Risk
15735.0,386,1,145.96,1,1,1,111,Lost Customers,High Risk
15736.0,498,1,5.9,1,1,1,111,Lost Customers,High Risk
15737.0,41,11,3742.58,4,3,3,433,Potential Loyalists,Medium Risk
15738.0,126,16,4012.85,2,4,3,243,Loyal Customers,Low Risk
15739.0,504,1,29.74,1,1,1,111,Lost Customers,High Risk
15740.0,261,6,2606.51,2,2,2,222,At Risk,High Risk
15741.0,148,2,1465.78,2,1,2,212,At Risk,High Risk
15742.0,82,8,2670.13,3,2,2,322,Potential Loyalists,Medium Risk
15743.0,49,7,1769.38,4,2,2,422,Potential Loyalists,Medium Risk
15744.0,29,26,27986.29,4,4,4,444,Champions,Low Risk
15745.0,270,13,5293.65,2,3,3,233,At Risk,High Risk
15746.0,31,29,86261.37,4,4,4,444,Champions,Low Risk
15747.0,121,1,224.6,2,1,1,211,At Risk,High Risk
15748.0,85,8,1760.69,3,2,2,322,Potential Loyalists,Medium Risk
15749.0,348,5,1034.43,1,2,2,122,Lost Customers,High Risk
15750.0,238,4,795.21,2,2,1,221,At Risk,High Risk
15751.0,573,2,847.6400000000001,1,1,1,111,Lost Customers,High Risk
15752.0,181,5,1351.27,2,2,2,222,At Risk,High Risk
15753.0,23,21,12395.48,4,4,4,444,Champions,Low Risk
15754.0,79,10,1319.57,3,3,2,332,Potential Loyalists,Medium Risk
15755.0,43,5,5074.47,4,2,3,423,Potential Loyalists,Medium Risk
15756.0,102,5,1638.05,3,2,2,322,Potential Loyalists,Medium Risk
15757.0,426,1,147.41,1,1,1,111,Lost Customers,High Risk
15758.0,10,33,56890.49,4,4,4,444,Champions,Low Risk
15759.0,231,5,1616.34,2,2,2,222,At Risk,High Risk
15760.0,75,9,1120.09,3,3,2,332,Potential Loyalists,Medium Risk
15761.0,106,6,1876.42,2,2,2,222,At Risk,High Risk
15762.0,400,1,469.9,1,1,1,111,Lost Customers,High Risk
15763.0,16,14,9068.55,4,3,3,433,Potential Loyalists,Medium Risk
15764.0,1,40,37554.65,4,4,4,444,Champions,Low Risk
15765.0,144,11,2602.67,2,3,2,232,At Risk,High Risk
15766.0,75,12,5564.81,3,3,3,333,Potential Loyalists,Medium Risk
15767.0,203,13,5653.93,2,3,3,233,At Risk,High Risk
15768.0,597,1,17.27,1,1,1,111,Lost Customers,High Risk
15769.0,439,2,128.96,1,1,1,111,Lost Customers,High Risk
15770.0,58,14,3665.02,3,3,3,333,Potential Loyalists,Medium Risk
15771.0,128,7,7457.73,2,2,3,223,At Risk,High Risk
15772.0,555,2,347.19000000000005,1,1,1,111,Lost Customers,High Risk
15774.0,24,31,19038.61,4,4,4,444,Champions,Low Risk
15775.0,9,35,25033.42,4,4,4,444,Champions,Low Risk
15776.0,247,8,2960.88,2,2,2,222,At Risk,High Risk
15777.0,53,14,4606.42,3,3,3,333,Potential Loyalists,Medium Risk
15778.0,76,5,5169.58,3,2,3,323,Potential Loyalists,Medium Risk
15779.0,301,16,16740.29,1,4,4,144,Loyal Customers,Low Risk
15780.0,389,1,21.57,1,1,1,111,Lost Customers,High Risk
15781.0,74,11,4178.1900000000005,3,3,3,333,Potential Loyalists,Medium Risk
15782.0,547,1,47.45,1,1,1,111,Lost Customers,High Risk
15783.0,433,1,57.8,1,1,1,111,Lost Customers,High Risk
15784.0,153,11,4721.08,2,3,3,233,At Risk,High Risk
15785.0,35,22,12843.04,4,4,4,444,Champions,Low Risk
15786.0,366,4,899.25,1,2,2,122,Lost Customers,High Risk
15787.0,102,9,10884.5,3,3,3,333,Potential Loyalists,Medium Risk
15789.0,38,5,1810.05,4,2,2,422,Potential Loyalists,Medium Risk
15791.0,105,4,994.51,3,2,2,322,Potential Loyalists,Medium Risk
15792.0,66,5,919.05,3,2,2,322,Potential Loyalists,Medium Risk
15793.0,549,1,17.27,1,1,1,111,Lost Customers,High Risk
15794.0,180,5,1442.87,2,2,2,222,At Risk,High Risk
15795.0,55,5,249.38,3,2,1,321,Potential Loyalists,Medium Risk
15796.0,77,12,9466.02,3,3,3,333,Potential Loyalists,Medium Risk
15797.0,105,10,3796.86,3,3,3,333,Potential Loyalists,Medium Risk
15798.0,239,6,22850.2,2,2,4,224,At Risk,High Risk
15799.0,273,1,252.29,2,1,1,211,At Risk,High Risk
15800.0,83,16,4501.38,3,4,3,343,Loyal Customers,Low Risk
15801.0,464,2,84.79,1,1,1,111,Lost Customers,High Risk
15803.0,304,4,1131.8000000000002,1,2,2,122,Lost Customers,High Risk
15805.0,100,11,7864.64,3,3,3,333,Potential Loyalists,Medium Risk
15806.0,119,13,2527.03,2,3,2,232,At Risk,High Risk
15807.0,529,1,94.9,1,1,1,111,Lost Customers,High Risk
15808.0,384,1,94.9,1,1,1,111,Lost Customers,High Risk
15810.0,491,1,104.31,1,1,1,111,Lost Customers,High Risk
15811.0,204,8,3246.11,2,2,3,223,At Risk,High Risk
15812.0,441,1,238.34,1,1,1,111,Lost Customers,High Risk
15814.0,93,11,3249.83,3,3,3,333,Potential Loyalists,Medium Risk
15815.0,27,35,34929.15,4,4,4,444,Champions,Low Risk
15816.0,117,9,2101.32,2,3,2,232,At Risk,High Risk
15817.0,8,34,47672.56,4,4,4,444,Champions,Low Risk
15818.0,77,9,1921.11,3,3,2,332,Potential Loyalists,Medium Risk
15819.0,97,6,1488.62,3,2,2,322,Potential Loyalists,Medium Risk
15820.0,104,13,4041.62,3,3,3,333,Potential Loyalists,Medium Risk
15821.0,2,32,25990.83,4,4,4,444,Champions,Low Risk
15822.0,78,9,999.14,3,3,2,332,Potential Loyalists,Medium Risk
15823.0,66,11,21063.410000000003,3,3,4,334,Potential Loyalists,Medium Risk
15824.0,8,33,77092.51,4,4,4,444,Champions,Low Risk
15825.0,144,8,2491.48,2,2,2,222,At Risk,High Risk
15826.0,126,3,11931.15,2,1,4,214,At Risk,High Risk
15827.0,37,42,52607.83,4,4,4,444,Champions,Low Risk
15828.0,139,4,1863.09,2,2,2,222,At Risk,High Risk
15829.0,413,1,9.62,1,1,1,111,Lost Customers,High Risk
15830.0,50,6,746.6200000000001,4,2,1,421,Potential Loyalists,Medium Risk
15831.0,164,4,1152.93,2,2,2,222,At Risk,High Risk
15832.0,581,2,1008.73,1,1,2,112,Lost Customers,High Risk
15833.0,45,11,3855.43,4,3,3,433,Potential Loyalists,Medium Risk
15834.0,8,29,18852.25,4,4,4,444,Champions,Low Risk
15835.0,113,2,721.31,2,1,1,211,At Risk,High Risk
15836.0,34,14,4255.16,4,3,3,433,Potential Loyalists,Medium Risk
15837.0,8,41,34557.96,4,4,4,444,Champions,Low Risk
15838.0,136,8,2383.19,2,2,2,222,At Risk,High Risk
15839.0,77,15,9820.13,3,4,3,343,Loyal Customers,Low Risk
15840.0,50,6,2024.03,4,2,2,422,Potential Loyalists,Medium Risk
15841.0,384,1,27.55,1,1,1,111,Lost Customers,High Risk
15842.0,326,3,1573.54,1,1,2,112,Lost Customers,High Risk
15843.0,296,4,409.22,1,2,1,121,Lost Customers,High Risk
15844.0,316,6,2252.65,1,2,2,122,Lost Customers,High Risk
15845.0,3,36,28473.29,4,4,4,444,Champions,Low Risk
15846.0,79,4,6135.12,3,2,3,323,Potential Loyalists,Medium Risk
15847.0,481,2,714.3100000000001,1,1,1,111,Lost Customers,High Risk
15848.0,315,10,3508.38,1,3,3,133,Lost Customers,High Risk
15849.0,421,1,34.35,1,1,1,111,Lost Customers,High Risk
15850.0,387,2,132.61,1,1,1,111,Lost Customers,High Risk
15851.0,6,28,22117.39,4,4,4,444,Champions,Low Risk
15852.0,69,11,9767.6,3,3,3,333,Potential Loyalists,Medium Risk
15853.0,15,25,23772.35,4,4,4,444,Champions,Low Risk
15854.0,145,7,1150.65,2,2,2,222,At Risk,High Risk
15855.0,309,13,6172.49,1,3,3,133,Lost Customers,High Risk
